title,price,negotiations,city,area,price_for_meter,link
Działka budowlana w Stoku Lackim,280 000 zł,do negocjacji,Stok Lacki,1 012 m²,276.68 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-w-stoku-lackim-CID3-IDYoXHd.html
"działka oporów, kutno, żychlin",125 000 zł,,Oporów,3 450 m²,36.23 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-oporow-kutno-zychlin-ID4o4qL.html
Sprzedam działkę rolno- budowlaną pod Grójcem o pow. 7854 m2,785 400 zł,do negocjacji,Grójec,7 854 m²,100 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-rolno-budowlana-pod-grojcem-o-pow-7854-m2-CID3-IDYmebY.html
Działka budowlana,110 000 zł,do negocjacji,Łąck,1 013 m²,108.59 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDULmfk.html
Działka budowlano - rolna,155 000 zł,do negocjacji,Raciąż,4 756 m²,32.59 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlano-rolna-CID3-IDWDime.html
Działka budowlana 10 arów w Konopnicy (Kozubszczyzna),350 000 zł,do negocjacji,Konopnica,1 000 m²,350 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-10-arow-w-konopnicy-kozubszczyzna-CID3-IDWh3p5.html
Sprzedam działkę,115 000 zł,,Leszczydół-Nowiny,1 m²,115000 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-CID3-IDX2zSE.html
działka budowlana 1850m2 wjazd bezpośrednio z asfaltu,199 000 zł,do negocjacji,Pabianice,1 850 m²,107.57 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1850m2-wjazd-bezposrednio-z-asfaltu-CID3-IDYoVVz.html
"Posiadłość lub teren inwestycyjny 34,4a",399 000 zł,do negocjacji,Góra Puławska,3 441 m²,115.95 zł/m²,https://www.olx.pl/d/oferta/posiadlosc-lub-teren-inwestycyjny-34-4a-CID3-IDXLd6q.html
Działka rolno-budowlana pod Łukowem,240 000 zł,do negocjacji,Zalesie,4 200 m²,57.14 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-pod-lukowem-CID3-IDUhzyG.html
Dom i działki na sprzedaż,330 000 zł,do negocjacji,Żuków,550 m²,600 zł/m²,https://www.olx.pl/d/oferta/dom-i-dzialki-na-sprzedaz-CID3-IDWsc4V.html
Sprzedam działkę budowlaną o powierzchni 2310 m2,1 062 600 zł,do negocjacji,Łazy,2 310 m²,460 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-o-powierzchni-2310-m2-CID3-IDYnpL7.html
Sprzedam działkę w centrum w Starych Załubicach g.Radzymin,450 000 zł,do negocjacji,Stare Załubice,4 000 m²,112.5 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-w-centrum-w-starych-zalubicach-g-radzymin-CID3-IDWeywg.html
Sprzedam działkę,340 000 zł,do negocjacji,Pabianice,1 641 m²,207.19 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-CID3-IDStUIa.html
Działka budowlana łódzkie wieś Gorzędów Podchojna,76 500 zł,do negocjacji,Gorzędów,2 313 m²,33.07 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-lodzkie-wies-gorzedow-podchojna-CID3-IDYoTgM.html
Działka 1302/4 ul.piaskowa Mława,225 000 zł,do negocjacji,Mława,1 141 m²,197.2 zł/m²,https://www.olx.pl/d/oferta/dzialka-1302-4-ul-piaskowa-mlawa-CID3-IDYmXrV.html
Sprzedam działkę rolnobudowlaną,99 000 zł,do negocjacji,Wysocin,6 693 m²,14.79 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-rolnobudowlana-CID3-IDUMnHW.html
Działka budowlana Juranda/Kasztelańska bezpośredni,269 000 zł,,Radom,955 m²,281.68 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-juranda-kasztelanska-bezposredni-ID4oOdP.html
OJRZANÓW jednorodzinna rekreacyjna prąd MPZP,169 000 zł,,Ojrzanów,1 152 m²,146.7 zł/m²,https://www.otodom.pl/pl/oferta/ojrzanow-jednorodzinna-rekreacyjna-prad-mpzp-ID4myqC.html
"Działka 1,2 ha Rutki-Kossaki pow. Zambrów",950 000 zł,do negocjacji,Rutki-Kossaki,12 000 m²,79.17 zł/m²,https://www.olx.pl/d/oferta/dzialka-1-2-ha-rutki-kossaki-pow-zambrow-CID3-IDKA3B8.html
"Działka budowlana, Halinów ul. Słoneczna",460 000 zł,,Halinów,1 027 m²,447.91 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-halinow-ul-sloneczna-CID3-IDYoHEC.html
Działka budowlana w mieście Skępe! OKAZJA!,50 000 zł,do negocjacji,Skępe,2 005 m²,24.94 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-w-miescie-skepe-okazja-CID3-IDOZ4P4.html
Działka 1000m2 z MPZP 25 km od Warszawy blisko las,292 000 zł,,Przypki,1 000 m²,292 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-1000m2-z-mpzp-25-km-od-warszawy-blisko-las-ID4oreo.html
Działka rolno-budowlana - 2800 m kw - Rżyska,330 000 zł,do negocjacji,Rżyska,2 900 m²,113.79 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-2800-m-kw-rzyska-CID3-IDVewyl.html
Działka budowlana 6000m tanio bezpośrednio Brochów Sochaczew Konary Ka,270 000 zł,do negocjacji,Konary,1 500 m²,180 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-6000m-tanio-bezposrednio-brochow-sochaczew-konary-ka-CID3-IDS0HkM.html
Działka Budowlana 1000 m2 blisko rzeki Wkry,49 000 zł,,Płaciszewo,1 000 m²,49 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1000-m2-blisko-rzeki-wkry-CID3-IDY3Asb.html
Działka budowlana na Pradze - Południe,1 800 000 zł,,"Warszawa, Praga-Południe",501 m²,3592.81 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-na-pradze-poludnie-CID3-IDYoPZZ.html
Atrakcyjne działki w spokojnej okolicy - Ożarów,109 000 zł,,Jastków,1 407 m²,77.47 zł/m²,https://www.otodom.pl/pl/oferta/atrakcyjne-dzialki-w-spokojnej-okolicy-ozarow-ID4njIv.html
Działka budowlana 1000 mkw pod Warką! Kępa Niemojewska! Woda! Cisza!,80 000 zł,,"Warszawa, Ursynów",1 000 m²,80 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1000-mkw-pod-warka-kepa-niemojewska-woda-cisza-CID3-IDYoOMQ.html
Piękna działka budowlana w Snopkowie,345 000 zł,,Snopków,1 500 m²,230 zł/m²,https://www.otodom.pl/pl/oferta/piekna-dzialka-budowlana-w-snopkowie-ID4mSjz.html
"Działka siedliskowa 2,5 ha Brochocin, pow. Płock",875 000 zł,,Brochocin,24 870 m²,35.18 zł/m²,https://www.olx.pl/d/oferta/dzialka-siedliskowa-2-5-ha-brochocin-pow-plock-CID3-IDTh80d.html
Działka 1400 m2 Parcele,180 000 zł,do negocjacji,Radziejowice-Parcel,1 430 m²,125.87 zł/m²,https://www.olx.pl/d/oferta/dzialka-1400-m2-parcele-CID3-IDODY9m.html
działka budowlana,120 000 zł,do negocjacji,Bobrowniki,1 500 m²,80 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDRrHWd.html
Działka Anastazew,220 000 zł,,Anastazew,1 200 m²,183.33 zł/m²,https://www.olx.pl/d/oferta/dzialka-anastazew-CID3-IDWyNHd.html
"działka na budynek jednorodzinny z usługami, bliźniak, lub usługowy",488 775 zł,,Świdnik,735 m²,665 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-budynek-jednorodzinny-z-uslugami-blizniak-lub-uslugowy-CID3-IDMZBzr.html
działka budowlana / usługowa,62 000 zł,,Bieżuń,1 454 m²,42.64 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-uslugowa-CID3-IDVShGB.html
Działka Budowlana Adamów,125 000 zł,,Małczew,1 566 m²,79.82 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-adamow-CID3-IDPf6vj.html
"Działka budowlana 1500 m2, Łódź Widzew ul. Brylantowa",547 500 zł,do negocjacji,"Łódź, Widzew",1 500 m²,365 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1500-m2-lodz-widzew-ul-brylantowa-CID3-IDXO0WN.html
Działka  Budowlana  LORCIN,115 000 zł,,Lorcin,1 085 m²,105.99 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-lorcin-CID3-IDYeVG2.html
Działki budowlane Oddział,575 000 zł,,Oddział,17 700 m²,32.49 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-budowlane-oddzial-ID4kQxq.html
działka budowlana / usługowa,42 000 zł,,Bieżuń,956 m²,43.93 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-uslugowa-CID3-IDVShAI.html
Działka budowlana 858m2,85 800 zł,,Siennica,858 m²,100 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-858m2-CID3-IDYoJAQ.html
Dzialka budowlana bez pośredników Garbów Makowa 18 ar,259 000 zł,,Garbów I,1 800 m²,143.89 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-bez-posrednikow-garbow-makowa-18-ar-CID3-IDYoBTp.html
"Działka budowlana Rokiciny, Cisów",79 239 zł,,Rokiciny-Kolonia,1 140 m²,69.51 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-rokiciny-cisow-CID3-IDPTynv.html
Działka budowlana Warszawa Białołęka,1 700 000 zł,,"Warszawa, Białołęka",1 881 m²,903.77 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-warszawa-bialoleka-CID3-IDWIxLT.html
Działka k.Wołomina 10minut do Warszawy,375 000 zł,do negocjacji,Wołomin,1 157 m²,324.11 zł/m²,https://www.olx.pl/d/oferta/dzialka-k-wolomina-10minut-do-warszawy-CID3-IDXnvvP.html
Działki budowlane gm. Krzyżanów,123 500 zł,,Nowe Ktery,1 900 m²,65 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-gm-krzyzanow-CID3-IDVcAY0.html
Dzialka budowlana 1505m2,187 500 zł,do negocjacji,Grodzisk Mazowiecki,1 505 m²,124.58 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1505m2-CID3-IDY087d.html
Działka z pozwoleniem na budowę w Łodzi,195 000 zł,do negocjacji,"Łódź, Widzew",1 466 m²,133.02 zł/m²,https://www.olx.pl/d/oferta/dzialka-z-pozwoleniem-na-budowe-w-lodzi-CID3-IDYoFim.html
Działka budowlana(zagrodowa) 3300 m2,85 000 zł,do negocjacji,Abramów,3 300 m²,25.76 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlanazagrodowa-3300-m2-CID3-IDLbAPR.html
Łódź ul.Kąkolowa dzialka pod budowe domu,210 000 zł,,"Łódź, Bałuty",880 m²,238.64 zł/m²,https://www.olx.pl/d/oferta/lodz-ul-kakolowa-dzialka-pod-budowe-domu-CID3-IDYgExq.html
"Działka budowlana,1200m, Osowiec,30min do Warszawy",275 000 zł,,Osowiec,1 200 m²,229.17 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-1200m-osowiec-30min-do-warszawy-ID4lcbp.html
Działka budowlana Michałów Reginów,500 000 zł,,"Warszawa, Wilanów",2 000 m²,250 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-michalow-reginow-CID3-IDY7BSL.html
Działka budowlana 21 arów Smugi Jastków,375 000 zł,,Smugi,2 129 m²,176.14 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-21-arow-smugi-jastkow-CID3-IDYoEKU.html
Piękna działka budowlana przy lesie z pozwoleniem i  rozpoczętą budową,595 000 zł,do negocjacji,Słupno,6 414 m²,92.77 zł/m²,https://www.olx.pl/d/oferta/piekna-dzialka-budowlana-przy-lesie-z-pozwoleniem-i-rozpoczeta-budowa-CID3-IDOiTeZ.html
Działka budowlana Tymianka Lipa ul.Malinowa,360 000 zł,,Tymianka,2 003 m²,179.73 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-tymianka-lipa-ul-malinowa-ID39gVG.html
"Działka budowlana z Wz w Janiszewie, k. Radomia",169 000 zł,,Janiszew,1 015 m²,166.5 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-z-wz-w-janiszewie-k-radomia-ID4nuXR.html
"działka budowlana Rąbień AB, ul. Liściasta 1075 m2",268 750 zł,,Rąbień AB,1 075 m²,250 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-rabien-ab-ul-lisciasta-1075-m2-ID4oNSE.html
Działka rolno budowlana,77 000 zł,,Kolonia Sielce,5 117 m²,15.05 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-CID3-IDYoCuy.html
Sprzedam działkę budowlaną,145 000 zł,do negocjacji,Misie,2 800 m²,51.79 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-CID3-IDVRWJI.html
"Działka budowlana 1146m2, Żelechów, gm Żabia Wola",275 000 zł,,Żelechów,1 146 m²,239.97 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-1146m2-zelechow-gm-zabia-wola-ID4oNQc.html
działka w wz - Tadzin,160 000 zł,,Tadzin,3 353 m²,47.72 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-w-wz-tadzin-ID4oMVr.html
"Sprzedam działkę, Rytele Święckie - Mazowieckie",165 000 zł,do negocjacji,Rytele Święckie,2 801 m²,58.91 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-rytele-swieckie-mazowieckie-CID3-IDYqioM.html
Działka budowlana 6000m tanio bezpośrednio Brochów Sochaczew Konary Ka,270 000 zł,do negocjacji,Konary,1 500 m²,180 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-6000m-tanio-bezposrednio-brochow-sochaczew-konary-ka-CID3-IDS0HkM.html
Działka z pozowleniem budowlana woda prąd 1021m żyrardów puszcza,144 000 zł,,Puszcza Mariańska,1 021 m²,141.04 zł/m²,https://www.olx.pl/d/oferta/dzialka-z-pozowleniem-budowlana-woda-prad-1021m-zyrardow-puszcza-CID3-IDXETWZ.html
"Działka budowlana, budowlano-rolna Tuszyn ul. Niedas Leśny",135 000 zł,do negocjacji,Tuszyn,1 000 m²,135 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-budowlano-rolna-tuszyn-ul-niedas-lesny-CID3-IDJ6nyf.html
Atrakcyjna działka z wydanymi warunkami zabudowy. Dobrzelów 1000m2,120 000 zł,do negocjacji,Dobrzelów,10 m²,12000 zł/m²,https://www.olx.pl/d/oferta/atrakcyjna-dzialka-z-wydanymi-warunkami-zabudowy-dobrzelow-1000m2-CID3-IDH62F8.html
Sulejówek działka budowlana.,1 000 000 zł,,Sulejówek,1 407 m²,710.73 zł/m²,https://www.otodom.pl/pl/oferta/sulejowek-dzialka-budowlana-ID4oLPb.html
Duża działka z domem na Złotnie,1 250 000 zł,,"Łódź, Polesie",1 786 m²,699.89 zł/m²,https://www.olx.pl/d/oferta/duza-dzialka-z-domem-na-zlotnie-CID3-IDX3mzC.html
Siedlisko z gruntami rolnym łącznie ponad 4ha!,160 000 zł,,Czachy,1 970 m²,81.22 zł/m²,https://www.otodom.pl/pl/oferta/siedlisko-z-gruntami-rolnym-lacznie-ponad-4ha-ID4o025.html
Działka budowlana 1300 m2 Prace Duże/Henryków Urocze,275 000 zł,do negocjacji,Henryków Urocze,1 400 m²,196.43 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1300-m2-prace-duze-henrykow-urocze-CID3-IDWv69K.html
Atrakcyjna działka 1031m2 w gminie Góra Kalwaria,123 720 zł,,Krzaki Czaplinkowskie,1 031 m²,120 zł/m²,https://www.otodom.pl/pl/oferta/atrakcyjna-dzialka-1031m2-w-gminie-gora-kalwaria-ID4mphz.html
Działka budowlana 18 arów Adamów,85 000 zł,,Adamów,1 828 m²,46.5 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-18-arow-adamow-CID3-IDYovk5.html
Działka budowalna Lesiów K/ Radomia,133 100 zł,do negocjacji,Radom,1 210 m²,110 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowalna-lesiow-k-radomia-CID3-IDVDIH9.html
Wyjątkowa działka budowlana Osieczek gm.Pniewy,114 000 zł,,Osieczek,726 m²,157.02 zł/m²,https://www.olx.pl/d/oferta/wyjatkowa-dzialka-budowlana-osieczek-gm-pniewy-CID3-IDVqnYu.html
działka budowlana z dużym ogrodem,215 000 zł,,Bartoszówka,2 400 m²,89.58 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-z-duzym-ogrodem-ID4loTt.html
"Sprzedam działki w Winnicy, gmina Winnica, mazowieckie",169 000 zł,do negocjacji,Winnica,2 500 m²,67.6 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialki-w-winnicy-gmina-winnica-mazowieckie-CID3-IDVsw25.html
Działki Skrobów-Kolonia - Lubelskie - Lubartów,138 000 zł,,Skrobów-Kolonia,970 m²,142.27 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-skrobow-kolonia-lubelskie-lubartow-ID4mrkJ.html
Działka Budowlana Mysłownia Nowa - 5km od Gostynina,98 700 zł,do negocjacji,Mysłownia Nowa,1 316 m²,75 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-myslownia-nowa-5km-od-gostynina-CID3-IDXJ3EA.html
Sprzedam działkę,207 770 zł,,Balcerów,960 m²,216.43 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-ID4fUmc.html
Działka rolno-budowlana 1800m2+ budynek gospodarczy w stanie surowym,139 000 zł,do negocjacji,Bełchatów,1 800 m²,77.22 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-1800m2-budynek-gospodarczy-w-stanie-surowym-CID3-IDYowtz.html
Działka budowlana nr4 również na sprzedaż,152 000 zł,,Kozienice,1 000 m²,152 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-nr4-rowniez-na-sprzedaz-CID3-IDYfWaD.html
Działka budowlana 1130 m2 w Świdrach,187 000 zł,do negocjacji,Świdry,1 130 m²,165.49 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1130-m2-w-swidrach-CID3-IDTZ8sU.html
Dom na działce 4500m z mozliwoscia podzielenia,150 000 zł,,Nowe Nosarzewo,4 500 m²,33.33 zł/m²,https://www.otodom.pl/pl/oferta/dom-na-dzialce-4500m-z-mozliwoscia-podzielenia-ID42w8N.html
Dwie działki budowlane w Brodnicy SPRZEDAM,102 000 zł,,Brodnica,1 359 m²,75.06 zł/m²,https://www.otodom.pl/pl/oferta/dwie-dzialki-budowlane-w-brodnicy-sprzedam-ID4oNHl.html
Dzialka  uslugowo-budowlana Bednary,170 000 zł,,Żyrardów,1 890 m²,89.95 zł/m²,https://www.olx.pl/d/oferta/dzialka-uslugowo-budowlana-bednary-CID3-IDXvdqi.html
Sprzedam działkę,995 821 zł,,Pionki,11 189 m²,89 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-CID3-IDUcZeO.html
Super działka budowlana otoczona lasem 2600m2. Cena do końca roku,156 000 zł,,Brzozówka,2 650 m²,58.87 zł/m²,https://www.olx.pl/d/oferta/super-dzialka-budowlana-otoczona-lasem-2600m2-cena-do-konca-roku-CID3-IDLKvt3.html
Super działka budowlana otoczona lasem 2600m2. Cena do końca roku,156 000 zł,,Brzozówka,2 650 m²,58.87 zł/m²,https://www.olx.pl/d/oferta/super-dzialka-budowlana-otoczona-lasem-2600m2-cena-do-konca-roku-CID3-IDLKvt3.html
Działķa z lasem przepiękna i unikalna z 3 stron las,300 000 zł,do negocjacji,Wola Krzysztoporska,7 752 m²,38.7 zł/m²,https://www.olx.pl/d/oferta/dziala-z-lasem-przepiekna-i-unikalna-z-3-stron-las-CID3-IDYircq.html
Działka budowlana nr3 na sprzedaż.,162 000 zł,,Kozienice,1 070 m²,151.4 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-nr3-na-sprzedaz-CID3-IDVDIeB.html
Działka niezabudowana Mszczonów 1131 m2,155 000 zł,,Mszczonów,1 131 m²,137.05 zł/m²,https://www.olx.pl/d/oferta/dzialka-niezabudowana-mszczonow-1131-m2-CID3-IDUIvki.html
Ładnie położona działka budowlana,253 000 zł,,Zawady,1 400 m²,180.71 zł/m²,https://www.otodom.pl/pl/oferta/ladnie-polozona-dzialka-budowlana-ID4oL3n.html
Działka budowlana,90 000 zł,do negocjacji,Budzyno Bolki,1 000 m²,90 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDlXo9u.html
Duża działka budowlana ze stawem Łagiewniki pogranicze Zgierz / Łódź,540 000 zł,do negocjacji,Nowe Łagiewniki,2 947 m²,183.24 zł/m²,https://www.olx.pl/d/oferta/duza-dzialka-budowlana-ze-stawem-lagiewniki-pogranicze-zgierz-lodz-CID3-IDXd5oG.html
Sprzedam dzialke budowlana w Porzadziu,130 000 zł,,Porządzie,1 500 m²,86.67 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-budowlana-w-porzadziu-ID4m3zS.html
"Działka , lub dwie działki po 1000 m2 w Gołkowie.",400 000 zł,do negocjacji,Bąkówka,1 000 m²,400 zł/m²,https://www.olx.pl/d/oferta/dzialka-lub-dwie-dzialki-po-1000-m2-w-golkowie-CID3-IDVxeel.html
Działeki budowlane w miejscowości Myrcha,145 000 zł,,Myrcha,989 m²,146.61 zł/m²,https://www.otodom.pl/pl/oferta/dzialeki-budowlane-w-miejscowosci-myrcha-ID4kDT0.html
Sprzedam dzialke budowlana pod lasem,290 000 zł,,Pabianice,2 952 m²,98.24 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-budowlana-pod-lasem-ID4mIqi.html
Działka budowlana w Broku (możliwość podziału),200 000 zł,,Brok,2 406 m²,83.13 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-w-broku-mozliwosc-podzialu-ID45zFf.html
Działka budowlana 2000m2 Pęclin,359 000 zł,do negocjacji,Pęclin,2 011 m²,178.52 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-2000m2-peclin-CID3-IDYhZmL.html
Działka rolno-budowlana,170 000 zł,do negocjacji,Ciepielów,2 711 m²,62.71 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-CID3-IDWvLgg.html
działka budowlana na sprzedaż Podgórz gm. Brodnica 1500 m2,120 000 zł,,Podgórz,1 500 m²,80 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-na-sprzedaz-podgorz-gm-brodnica-1500-m2-CID3-IDYmx9z.html
"Sprzedaż Inwestycji ""Topolowa"" przy ul. Topolowej w Lesznie",770 000 zł,,Leszno,121 m²,6363.64 zł/m²,https://www.olx.pl/d/oferta/sprzedaz-inwestycji-topolowa-przy-ul-topolowej-w-lesznie-CID3-IDYckLm.html
Działka BUDOWLANA na prestiżowym osiedlu STOKI,324 000 zł,,"Łódź, Widzew",1 202 m²,269.55 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-na-prestizowym-osiedlu-stoki-ID4oNvt.html
Działka budowlana 3200m.na obrzeżach centrum,1 300 000 zł,do negocjacji,"Łódź, Widzew",3 200 m²,406.25 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-3200m-na-obrzezach-centrum-CID3-IDVTxam.html
Działka bud-rol ~6.8ha przy trasa S17 40km od W-wy,1 249 000 zł,,Nowodwór,68 000 m²,18.37 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-bud-rol-6-8ha-przy-trasa-s17-40km-od-w-wy-ID4mPUF.html
Dzialka budowlana,199 000 zł,do negocjacji,Chąśno,1 800 m²,110.56 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDIg6Fr.html
Sprzedam działkę 1 ha - Łomża,1 800 000 zł,,Łomża,10 000 m²,180 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-1-ha-lomza-CID3-IDNRnci.html
działka z WZ media 2000m2,100 000 zł,do negocjacji,Łukawska Wola,2 000 m²,50 zł/m²,https://www.olx.pl/d/oferta/dzialka-z-wz-media-2000m2-CID3-IDYoo2Y.html
Sprzedam działkę budowlaną w Łosiu 1023 m2,175 000 zł,,Łosie,1 023 m²,171.07 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-losiu-1023-m2-CID3-IDVKwGo.html
Sprzedam działkę budowlaną w Radzyminie  2261 m2 ul. Kolejowa,570 000 zł,,Radzymin,2 261 m²,252.1 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-radzyminie-2261-m2-ul-kolejowa-CID3-IDVvJr0.html
Działka budowlana Niedźwiada Kol. 1350m2,130 000 zł,do negocjacji,Lubartów,1 350 m²,96.3 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-niedzwiada-kol-1350m2-CID3-IDUJDzu.html
Na sprzedaż działki budowlane o powierzchni 1000 M,110 000 zł,,Przytoka,1 000 m²,110 zł/m²,https://www.otodom.pl/pl/oferta/na-sprzedaz-dzialki-budowlane-o-powierzchni-1000-m-ID4kmMi.html
Działka pod Siedlcami (Białki),1 200 000 zł,do negocjacji,Białki,5 597 m²,214.4 zł/m²,https://www.olx.pl/d/oferta/dzialka-pod-siedlcami-bialki-CID3-IDVSNdf.html
Działka budowlana 18a w Nowodworze Piaski,225 000 zł,do negocjacji,Nowodwór-Piaski,1 800 m²,125 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-18a-w-nowodworze-piaski-CID3-IDYf1Dz.html
Działka budowlana 10 arów w Konopnicy (Kozubszczyzna),350 000 zł,do negocjacji,Konopnica,1 000 m²,350 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-10-arow-w-konopnicy-kozubszczyzna-CID3-IDWh3p5.html
"Działka z Warunkami Zabudowy, Motycz, 30 arów",329 000 zł,,Motycz,3 002 m²,109.59 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-z-warunkami-zabudowy-motycz-30-arow-ID4osio.html
Sprzedam działkę z budynkiem,215 000 zł,do negocjacji,Gortatowice,1 000 m²,215 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-z-budynkiem-CID3-IDYfLVy.html
